nome_municipio,setor_cnae,nome_profissao,total_trabalhadores_nao_clt,salario_medio
Americana,,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),1,14390.79
Itupeva,,Serralheiro,1,1200
Araçoiaba da Serra,,Técnico De Obras Civis,1,1474.28
Itu,,Oxicortador A Mão E A  Máquina,1,1578.64
Itapeva,,Motorista Operacional De Guincho,1,1084.22
Itupeva,,Caldeireiro (Chapas De Ferro E Aço),1,1433.47
Araçoiaba da Serra,,Serralheiro,1,1542.83
Araçatuba,,Vigia,1,1631.14
Itupeva,,Diretor De Planejamento Estratégico,1,17281.43
Itupeva,,Cirurgião Dentista - Odontopediatra,1,14778.1
Itu,,Médico Urologista,1,11011.32
Itu,,Médico Psiquiatra,1,11843.12
Cerquilho,,Polidor De Metais,1,0
Araçatuba,,Professor De Língua Inglesa,1,1687.17
Cerquilho,,Diretor Financeiro,1,8824.46
Cerquilho,,Operador De Escavadeira,1,5533.96
Araçatuba,,Montador De Máquinas,1,2895.28
Cerquilho,,Gerente De Compras,1,6998.4
Americana,,Operador De Prensa De Material Reciclável,1,1064.55
Cerquilho,,Supervisor De Logística,1,7500
Cerquilho,,Diretor De Suprimentos No Serviço Público,1,4626.55
Itapeva,,Caldeireiro (Chapas De Ferro E Aço),1,960
Itapetininga,,Mecânico De Manutenção De Tratores,1,890.96
Americana,,"Operador De Instalação De Extração, Processamento, Envasamento E Distribuição De Gases",1,1199
Araçariguama,,Auxiliar De Laboratório De Análises Físico-Químicas,1,1403.53
Itapetininga,,Técnico De Telecomunicações (Telefonia),1,25114.55
Araçoiaba da Serra,,Motorista Operacional De Guincho,1,2420.15
Cerquilho,,Técnico Em Biblioteconomia,1,5383.55
Cerquilho,,Biólogo,1,3500.77
Charqueada,,Diretor De Planejamento Estratégico,1,1933.25
Charqueada,,Diretor De Operações De Obras Pública E Civil,1,3946.25
Itapetininga,,Médico Endocrinologista E Metabologista,1,13275.1
Americana,,Garagista,1,1511.63
Araçatuba,,Cozinheiro Industrial,1,1816.45
Americana,,Garçom,1,1595.06
Araçatuba,,Impressor Tipográfico,1,1837.16
Charqueada,,Tesoureiro De Banco,1,3502.09
Charqueada,,Consultor Jurídico,1,4255.24
Charqueada,,Diretor Administrativo,1,3529.03
Cerquilho,,Tecnólogo Em Logística De Transporte,1,3539.59
Araçatuba,,Professores De Cursos Livres,1,1867.79
Cerquilho,,Estoquista,1,2335.06
Cerquilho,,Secretária(O) Executiva(O),1,2963.01
Charqueada,,Diretor De Serviços De Saúde,1,2782.52
Charqueada,,Gerente De Produção E Operações  Aqüícolas,1,2404.26
Cerquilho,,Gerente De Almoxarifado,1,2300.22
Americana,,Remetedor De Fios,1,2145
Americana,,Tecelão (Tear Manual),1,2095.39
Americana,,Tingidor De Roupas,1,2027.78
Americana,,Operador De Calandras (Tecidos),1,1595.81
Americana,,Desenhista Copista,1,1712.96
Araçariguama,,Técnico Químico,1,1878.86
Araçariguama,,"Operador De Aparelho De Reação E Conversão (Produtos Químicos, Exceto Petróleo)",1,2178.36
Araçatuba,,Psicopedagogo,1,3035.38
Americana,,Redeiro (Pesca),1,1688.89
Araçoiaba da Serra,,Consultor Jurídico,1,2713.6
Charqueada,,Agente De Saúde Pública,1,3079.84
Araçariguama,,Auxiliar De Contabilidade,1,1678
Americana,,Mecânico De Manutenção De Bicicletas E Veículos Similares,1,1681.64
Araçariguama,,Comerciante Varejista,1,2200
Cerquilho,,Programador De Máquinas - Ferramenta Com Comando Numérico,1,2369.23
Ibiúna,,Trabalhador Da Manutenção De Edificações,1,464.19
Araçatuba,,Engenheiro De Pesca,1,5202.53
Americana,,Designer De Interiores,1,1847.52
Cerquilho,,Vendedor Em Comércio Atacadista,1,2429.58
Americana,,Tecnólogo Em Logística De Transporte,1,1754.37
Cerquilho,,Cobrador Interno,1,2633.51
Cerquilho,,Ajudante De Motorista,1,1788.25
Charqueada,,Rebarbador De Metal,1,1544
Cerquilho,,Operador De Retorcedeira,1,2031.18
Dourado,,Supervisor De Telemarketing E Atendimento,1,3090.97
Cerquilho,,Jardineiro,1,1890.76
Americana,,Recreador,1,1664.05
Americana,,Desenhista Industrial De Produto De Moda (Designer De Moda),1,2367.47
Cerquilho,,Zelador De Edifício,1,1629.11
Americana,,Desenhista Industrial Gráfico (Designer Gráfico),1,2273.2
Araçatuba,,Educador Social,1,4480.19
Araçatuba,,Engenheiro Florestal,1,6639.9
Araçariguama,,Eletricista De Instalações,1,2596.4
Araçariguama,,Mecânico De Manutenção De Máquinas-Ferramentas (Usinagem De Metais),1,1820.41
Cerquilho,,"Cenotécnico (Cinema, Vídeo, Televisão, Teatro E Espetáculos)",1,1442.26
Charqueada,,Assistente De Vendas,1,1683.36
Cerquilho,,Professor De Língua Espanhola,1,1210.3
Americana,,Desenhista Projetista De Construção Civil,1,2277.02
Americana,,Montador De Móveis E Artefatos De Madeira,1,2642.3
Araçatuba,,Supervisor De Compras,1,7650.62
Araçoiaba da Serra,,Médico Dermatologista,1,7627.83
Araçatuba,,Relações Públicas,1,7959.66
Americana,,Retalhador De Carne,1,3228.32
Americana,,Funileiro De Veículos (Reparação),1,2288
Piedade,,Médico Cardiologista,1,12144.1
Dourado,,Controlador De Pragas,1,1304.82
Pindamonhangaba,,Diretor De Suprimentos,1,50579.56
Pindamonhangaba,,Gerente De Comunicação,1,51895.06
Americana,,Analista Financeiro (Instituições Financeiras),1,1848
Americana,,Gerente De Almoxarifado,1,1730.39
Americana,,Jardineiro,1,2738.72
Americana,,Técnico De Planejamento E Programação Da Manutenção,1,0
Americana,,Desenhista Projetista De Máquinas,1,3345
Araçariguama,,Comprador,1,2786.92
Cerquilho,,Desenhista Industrial Gráfico (Designer Gráfico),1,1227.88
Cerquilho,,Professor De Educação Artística Do Ensino Fundamental,1,832.19
Araçariguama,,Professor De Alunos Com Deficiência Auditiva E Surdos,1,2856.42
Cerquilho,,Professor De Sociologia No Ensino Médio,1,963.89
Americana,,Instrutor De Auto-Escola,1,2279.29
Americana,,Soldador Elétrico,1,2701.32
Araçariguama,,Serralheiro,1,0
Americana,,"Encarregado De Manutenção De Instrumentos De Controle, Medição E Similares",1,3372.6
Americana,,Procurador Autárquico,1,8127
Dourado,,Gerente Administrativo,1,1107.47
Cerquilho,,Professor De Educação Física No Ensino Médio,1,429.68
Araçariguama,,Chefe De Contabilidade (Técnico),1,3958.1
Americana,,Professor De Nível Superior Na Educação Infantil (Quatro A Seis Anos),1,4512.29
Cerquilho,,Publicitário,1,1109.57
Araçariguama,,Médico Dermatologista,1,5706.24
Araçariguama,,Médico Pneumologista,1,5706.23
Americana,,Engenheiro Eletricista,1,6224.94
Araçariguama,,Mestre De Alto-Forno,1,6570.77
Americana,,"Operador De Sala De Controle De Instalações Químicas, Petroquímicas E Afins",1,4858.21
Araçariguama,,Desenhista Projetista De Arquitetura,1,4349.18
Pindamonhangaba,,Professor Leigo No Ensino Fundamental,1,0
Americana,,Médico Veterinário,1,4403.5
Araçariguama,,Agente Funerário,1,3845.6
Piedade,,Escrevente,1,0
Araçariguama,,Professor De Alunos Com Deficiência Mental,1,4386.7
Araçariguama,,Médico Infectologista,1,4919.16
Araçariguama,,Técnico Em Eletromecânica,1,6283.33
Pindamonhangaba,,Mecânico De Manutenção De Máquinas-Ferramentas (Usinagem De Metais),1,577.52
Americana,,Técnico Em Atendimento E Vendas,1,3700
Americana,,Engenheiro Mecânico,1,6170.58
Araçariguama,,Gerente De Restaurante,1,6769.22
Americana,,Ouvidor,1,7882.77
Araçariguama,,Bibliotecário,1,8593.5
Americana,,Fiscal De Tributos Municipal,1,9873.25
Americana,,Professor De Língua Portuguesa Do Ensino Fundamental,1,8004.4
Pindamonhangaba,,Trabalhador Da Pecuária (Bovinos Leite),1,0
Piedade,,Médico Oftalmologista,1,8961.75
Araçariguama,,Procurador Do Município,1,4500.17
Araçariguama,,Médico Oftalmologista,1,5115.93
Piedade,,Gerente De Loja E Supermercado,1,4521.4
Itapeva,,Técnico Mecânico,1,2017.94
Pindamonhangaba,,Gerente De Produção E Operações Da Construção Civil E Obras Públicas,1,4350.65
Pindamonhangaba,,Operador De Estação De Tratamento De Água E Efluentes,1,2771.27
Araçariguama,,Agente De Saúde Pública,1,4443.89
Pindamonhangaba,,Supervisor Administrativo,1,2854.58
Pindamonhangaba,,Professor De Nível Médio Na Educação Infantil,1,3102.76
Piedade,,Cerimonialista,1,3121.79
Piedade,,Músico Regente,1,2401.49
Americana,,Encarregado De Acabamento De Chapas E Metais  (Têmpera),1,3447.93
Piedade,,Soldador,1,2714.43
Ibiúna,,Médico Do Trabalho,1,8744.25
Piedade,,Técnico De Imobilização Ortopédica,1,2757.76
Pindamonhangaba,,Economista Do Setor Público,1,2768.8
Araçariguama,,Diretor De  Produção E Operações De Turismo,1,3637.33
Itapeva,,Trabalhador Na Operação De Sistema De Irrigação Por Aspersão (Pivô Central),1,890.72
Pindamonhangaba,,Operador De Bomba De Concreto,1,2710.78
Pindamonhangaba,,Operador De Máquina De Fabricar Papel  (Fase Úmida),1,2252
Araçariguama,,Gerente De Operações De Serviços De Assistência Técnica,1,3763.78
Itapetininga,,Abatedor,1,626.43
Piedade,,Serralheiro,1,2511.83
Piedade,,Auxiliar Em Saúde Bucal,1,1772.21
Araçariguama,,Assessor De Imprensa,1,3733.2
Pindamonhangaba,,Carpinteiro,1,2280.47
Araçariguama,,Diretor De Serviços Culturais,1,3944.46
Pindamonhangaba,,Professor De Disciplinas Pedagógicas No Ensino Médio,1,709.71
Americana,,Operador De Projetor Cinematográfico,1,4065.31
Piedade,,Mecânico De Manutenção De Motocicletas,1,1481.53
Itapeva,,Comerciante Varejista,1,757.76
Pindamonhangaba,,Pintor De Obras,1,2036.65
Americana,,Contramestre De Acabamento (Indústria Têxtil),1,3623.79
Itapetininga,,Cumim,1,844.95
Pindamonhangaba,,Impressor Digital,1,1337.38
Pindamonhangaba,,Impressor De Corte E Vinco,1,1466.08
Pindamonhangaba,,Técnico Mecânico Na Fabricação De Ferramentas,1,1126.15
Pindamonhangaba,,Auxiliar Técnico Em Laboratório De Farmácia,1,1204.31
Pindamonhangaba,,Técnico Químico,1,1407.01
Americana,,"Operador De Produção (Química, Petroquímica E Afins)",1,2277.14
Americana,,Moleiro (Tratamentos Químicos E Afins),1,2298.53
Pindamonhangaba,,Diretor De Marketing,1,40230
Itapetininga,,Operador De Máquinas De Beneficiamento De Produtos Agrícolas,1,1235.57
Americana,,Instalador De Linhas Elétricas De Alta E Baixa - Tensão (Rede Aérea E Subterrânea),1,2669.35
Itapeva,,Operador De Pá Carregadeira,1,1202.84
Pindamonhangaba,,Diretor Administrativo E Financeiro,1,15583.36
Americana,,Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas),1,2177.78
Araçatuba,,Diretor Financeiro,1,5293.75
Pindamonhangaba,,Topógrafo,1,1335.11
Araçatuba,,Gerente De Pesquisa E Desenvolvimento (P&D),1,8444.29
Araçatuba,,Engenheiro De Segurança Do Trabalho,1,6267.68
Araçatuba,,Analista De Informações (Pesquisador De Informações De Rede),1,5656.28
Americana,,Operador De Betoneira,1,2322.53
Araçatuba,,Visitador Sanitário,1,5153.96
Araçoiaba da Serra,,Médico Do Trabalho,1,4533.33
Itapetininga,,Auxiliar De Laboratório De Análises Clínicas,1,1298.87
Itapetininga,,Mecânico De Manutenção De Máquinas Têxteis,1,1016.63
Araçoiaba da Serra,,Pesquisador Em Medicina Veterinária,1,4009.81
Araçatuba,,"Operador De Máquinas Fixas, Em Geral",1,4029.77
Ibiúna,,Porteiro (Hotel),1,1438.89
Pindamonhangaba,,Técnico De Planejamento De Produção,1,1466.49
Araçatuba,,Biólogo,1,4223.47
Araçoiaba da Serra,,Nutricionista,1,4302.39
Araçoiaba da Serra,,Gerente Administrativo,1,3511.73
Araçatuba,,Professor De Ciências Exatas E Naturais Do Ensino Fundamental,1,2225.2
Americana,,Copeiro,1,2512.35
Araçatuba,,Intérprete De Língua De Sinais,1,2827.01
Araçatuba,,Atendente De Judiciário,1,2452.6
Pindamonhangaba,,Operador De Centro De Usinagem Com Comando Numérico,1,1538.24
Araçoiaba da Serra,,Fonoaudiólogo Geral,1,2940.95
Araçoiaba da Serra,,Bibliotecário,1,2873.19
Ibiúna,,Gerente Administrativo,1,1384.67
Americana,,Forneiro De Fundição (Forno De Redução),1,2411.39
Americana,,Desenhista Projetista Mecânico,1,2800
Itapetininga,,Mecânico De Manutenção De Motores Diesel (Exceto De Veículos Automotores),1,1765.42
Itapetininga,,Carregador (Armazém),1,1568.95
Itapeva,,Analista De Crédito (Instituições Financeiras),1,2597.83
Itapeva,,Mecânico De Manutenção De Máquinas-Ferramentas (Usinagem De Metais),1,2503.15
Araçariguama,,Tecnólogo Em Automação Industrial,1,1967.68
Itapeva,,Gerente Administrativo,1,2500
Araçatuba,,Motorista De Ônibus Rodoviário,1,1830.13
Araçoiaba da Serra,,Armador De Estrutura De Concreto Armado,1,2554.08
Araçoiaba da Serra,,Apontador De Produção,1,2567
Americana,,Operador De Caldeira,1,2975.7
Araçoiaba da Serra,,"Eletrotécnico Na Fabricação, Montagem E Instalação De Máquinas E Equipamentos",1,1629.46
Araçatuba,,Operador De Mídia Audiovisual,1,1932.3
Araçatuba,,Administrador De Redes,1,1814.81
Itapeva,,Técnico Em Gravação De Áudio,1,5017.38
Araçatuba,,Passador De Roupas Em Geral,1,1697.36
Araçatuba,,Expedidor De Mercadorias,1,1624.68
Ibiúna,,Topógrafo,1,2799.37
Itapeva,,Eletricista De Instalações,1,2550.89
Araçatuba,,Promotor De Vendas,1,1771.38
Americana,,"Embalador, A Máquina",1,1862.52
Itapetininga,,Gerente De Serviços De Saúde,1,3053.8
Araçatuba,,Polidor De Metais,1,1673.06
Itapetininga,,Cirurgião Dentista - Estomatologista,1,3066
Itapetininga,,Instrutor De Auto-Escola,1,1583.71
Itapeva,,Professor De Nível Superior Do Ensino Fundamental (Primeira A Quarta Série),1,2775.43
Araçoiaba da Serra,,Cuidador Em Saúde,1,1414.18
Araçatuba,,Cozinheiro De Hospital,1,1278.62
Pindamonhangaba,,Telefonista,1,810.17
Araçariguama,,Pintor De Obras,1,1863.13
Pindamonhangaba,,Operador De Negócios,1,1612.33
Itapetininga,,Repórter De Mídias Audiovisuais,1,4146.72
Itapeva,,Diretor De Suprimentos,1,3852.16
Ibiúna,,Bibliotecário,1,3188.8
Itapetininga,,Técnico Em Sonorização,1,3305.32
Itapetininga,,Enfermeiro Auditor,1,3763
Araçatuba,,Inspetor De Sinistros,1,1604.69
Itapetininga,,Cirurgião Dentista - Radiologista,1,3577
Itapeva,,Jornalista,1,4961.92
Itapetininga,,Médico Ortopedista E Traumatologista,1,7707.53
Itapetininga,,Médico Cirurgião Geral,1,8325.51
Itapetininga,,Engenheiro De Segurança Do Trabalho,1,7167.25
Itapeva,,Supervisor De Vendas De Serviços,1,9311.66
Itapeva,,Professor De Artes No Ensino Médio,1,0
Piedade,,Foguista (Locomotivas A Vapor),1,2055.12
Pindamonhangaba,,Vigilante,1,1803.37
Cabreúva,,Gerente De Vendas,1,11733.33
Araçoiaba da Serra,,Açougueiro,1,1512.14
Cabreúva,,Motorista De Caminhão (Rotas Regionais E Internacionais),1,879.72
Cabreúva,,Comprador,1,973.73
Cabreúva,,Cuidador Em Saúde,1,813.01
Americana,,Técnico Em Agrimensura,1,1710.83
Cabreúva,,Operador De Computador,1,1928.7
Cabreúva,,Mecânico De Manutenção De Máquinas-Ferramentas (Usinagem De Metais),1,1763.51
Cabreúva,,Fiscal De Loja,1,1727.33
Cabreúva,,Auxiliar De Pessoal,1,1849.86
Americana,,"Pintor, A  Pistola (Exceto Obras E Estruturas Metálicas)",1,2030.19
Cabreúva,,Moldador De Plástico Por Injeção,1,2289.49
Cabreúva,,Analista De Desenvolvimento De Sistemas,1,1950
Cabreúva,,Auxiliar De Contabilidade,1,3680
Cabreúva,,Montador De Equipamentos Elétricos (Centrais Elétricas),1,3563.99
Pindamonhangaba,,Comprador,1,1632.87
Cabreúva,,Técnico De Planejamento De Produção,1,4805.39
Cabreúva,,Técnico De Vendas,1,7185.41
Americana,,Impressor Flexográfico,1,2063.93
Boituva,,Instalador De Sistemas Eletroeletrônicos De Segurança,1,1434.52
Pindamonhangaba,,Armador De Estrutura De Concreto Armado,1,2315.99
Araçatuba,,"Mestre (Indústria De Celulose, Papel E Papelão)",1,23443.97
Boituva,,Montador De Equipamentos Elétricos (Transformadores),1,1050.32
Americana,,Tecelão (Tear Mecânico De Maquineta),1,1520.31
Pindamonhangaba,,Temperador De Metais E De Compósitos,1,2095.91
Macatuba,,Terapeuta Ocupacional,1,4870.79
Macatuba,,Bibliotecário,1,4080.82
Macatuba,,Fonoaudiólogo Geral,1,3391
Boituva,,Recepcionista De Consultório Médico Ou Dentário,1,658.24
Americana,,Promotor De Vendas Especializado,1,996.32
Boituva,,Operador De Máquinas-Ferramenta Convencionais,1,1230.8
Boituva,,"Pintor, A  Pistola (Exceto Obras E Estruturas Metálicas)",1,1180.13
Boituva,,Cozinheiro Geral,1,1655.85
Macatuba,,Afiador De Serras,1,2534.71
Macatuba,,Técnico Químico,1,1770.83
Boituva,,Pintor De Estruturas Metálicas,1,1664.99
Piedade,,Arquivista,1,1999.46
Macatuba,,Nutricionista,1,8828.19
Boituva,,Operador De Acabamento (Indústria Gráfica),1,1674.2
Macatuba,,Técnico Eletrônico,1,509.49
Boituva,,Consultor Jurídico,1,0
Boituva,,Encanador,1,1763.33
Boituva,,Engenheiro Agrícola,1,8021.47
Boituva,,Gerente De Loja E Supermercado,1,10924.28
Boituva,,Auditor (Contadores E Afins),1,6534.33
Boituva,,Médico Hematologista,1,5862.31
Boituva,,Médico Dermatologista,1,6025.35
Boituva,,Agente De Defesa Ambiental,1,5738.5
Boituva,,Analista De Recursos Humanos,1,4000
Boituva,,Desenhista Projetista Mecânico,1,3562.89
Boituva,,Psicopedagogo,1,4217.94
Boituva,,Prensista (Operador De Prensa),1,2323.13
Boituva,,Mestre De Usinagem,1,6153.44
Boituva,,Assessor De Imprensa,1,3916.01
Piedade,,Auxiliar De Pessoal,1,2004.63
Boituva,,Agente De Saúde Pública,1,4362.3
Boituva,,Médico Psiquiatra,1,6254.05
Boituva,,Comerciante Atacadista,1,0
Americana,,Supervisor Das Artes Gráficas  (Indústria Editorial E Gráfica),1,1226.57
Boituva,,Trabalhador Da Manutenção De Edificações,1,2450
Boituva,,Assistente De Vendas,1,1126.66
Boituva,,Auxiliar De Manutenção Predial,1,1501.8
Boituva,,Serralheiro,1,1407.28
Boituva,,Atendente De Lanchonete,1,1173.9
Boituva,,Padeiro,1,1170.87
Boituva,,Auxiliar De Lavanderia,1,1195.77
Piedade,,Trançador De Cabos De Aço,1,2261.42
Cabreúva,,Analista De Pcp (Programação E Controle Da Produção),1,4103.25
Americana,,Camareiro  De Hotel,1,1238.9
Cabreúva,,Visual Merchandiser,1,2275
Macatuba,,Frentista,1,2102.81
Cabreúva,,Analista De Recursos Humanos,1,2883.1
Cabreúva,,"Moldador, A  Máquina",1,2802.51
Macatuba,,Analista De Planejamento De Manutenção,1,2929
Piedade,,Analista De Exportação E Importação,1,2831.39
Americana,,Auxiliar De Serviços Jurídicos,1,1659.03
Macatuba,,Secretária(O) Executiva(O),1,2789.41
Piedade,,Controlador De Entrada E Saída,1,2326.7
Macatuba,,Fiscal De Tributos Municipal,1,3850.9
Americana,,Conferente Mercadoria (Exceto Carga E Descarga),1,1229.32
Pindamonhangaba,,"Salsicheiro (Fabricação De Lingüiça, Salsicha E Produtos Similares)",1,2696.23
Macatuba,,Médico Veterinário,1,4870.79
Macatuba,,Economista,1,5513.14
Macatuba,,Farmacêutico,1,8800.33
Americana,,Analista De Transporte Em Comércio Exterior,1,1567.5
Cabreúva,,Inspetor De Qualidade,1,2783.97
Cabreúva,,Vigia,1,2299.96
Araçoiaba da Serra,,Ajudante De Motorista,1,465.38
Americana,,Montador De Equipamentos Eletrônicos (Máquinas Industriais),1,1370.71
Pindamonhangaba,,Analista De Folha De Pagamento,1,2124.82
Cabreúva,,Pedreiro,1,1667.73
Piedade,,Fonoaudiólogo Geral,1,2371.03
Pindamonhangaba,,Operador De Jato Abrasivo,1,3767.53
Araçatuba,,Cerimonialista,1,20810.91
Cabreúva,,Carregador (Veículos De Transportes Terrestres),1,1546.15
Pindamonhangaba,,Coordenador Pedagógico,1,3033.33
Itapeva,,Professor De Língua Inglesa,1,0
Itapetininga,,Médico Em Radiologia E Diagnóstico Por Imagem,1,8073.77
Itapetininga,,Analista De Desenvolvimento De Sistemas,1,9527.96
Pindamonhangaba,,Analista De Desenvolvimento De Sistemas,1,5017.1
Piedade,,Bibliotecário,1,4507.66
Itapeva,,Podólogo,1,10904.2
Itapetininga,,Supervisor De Vendas De Serviços,1,6916
Itapetininga,,Operador De Motoniveladora,1,4181.96
Itapeva,,Cirurgião Dentista - Auditor,1,5348.86
Itapetininga,,Enfermeiro Do Trabalho,1,4873.4
Ibiúna,,Técnico De Manutenção Elétrica,1,5277.62
Pindamonhangaba,,Operador De Pá Carregadeira,1,0
Araçatuba,,Operador De Bomba De Concreto,1,1030.7
Ibiúna,,Supervisor De Orçamento,1,3793.8
Itapetininga,,Professor De História Do Ensino Fundamental,1,2667.92
Itapeva,,Diretor De Tecnologia Da Informação,1,4333.55
Ibiúna,,Motorista De Carro De Passeio,1,3793.8
Itapeva,,Engenheiro Agrônomo,1,3503.56
Araçatuba,,Professor De Língua Estrangeira Moderna No Ensino Médio,1,689.58
Piedade,,Operador De Jato Abrasivo,1,1570.37
Itapetininga,,Gerente De Restaurante,1,3963.44
Araçatuba,,Curtidor (Couros E Peles),1,1360.64
Araçatuba,,"Lavadeiro, Em Geral",1,1364.46
Piedade,,Borracheiro,1,890.61
Araçatuba,,Técnico De Obras Civis,1,1103.08
Charqueada,,Açougueiro,1,719.79
Itapetininga,,Analista De Crédito (Instituições Financeiras),1,2880.01
Itapetininga,,Técnico Químico,1,3517.87
Cerquilho,,Professor De Língua Inglesa,1,1296.01
Araçoiaba da Serra,,Publicitário,1,1347.06
Itapetininga,,Coordenador Pedagógico,1,2874.78
Itapetininga,,Jornalista,1,2817
Araçatuba,,Desenhista Detalhista,1,1121.16
Araçatuba,,Supervisor De Manutenção Eletromecânica,1,1383.29
Araçatuba,,Operador De Centro De Controle (Ferrovia E Metrô),1,1347
Araçatuba,,Organizador De Evento,1,1600
Dourado,,Marceneiro,1,1470.5
Ibiúna,,Técnico Em Agrimensura,1,2407.95
Itapetininga,,Bibliotecário,1,2817
Cerquilho,,Impressor Flexográfico,1,1743.62
Dourado,,Assistente De Vendas,1,1695.5
Itapetininga,,Cirurgião Dentista - Periodontista,1,3066
Americana,,Diretor De Manutenção,1,12118.03
Araçatuba,,Costureiro Na Confecção Em Série,1,1206.41
Cerquilho,,"Mecânico De Manutenção De Máquinas, Em Geral",1,1918.08
Itapetininga,,Apontador De Mão-De-Obra,1,2251.97
Araçoiaba da Serra,,Expedidor De Mercadorias,1,1670.98
Araçoiaba da Serra,,Carregador (Armazém),1,1567.96
Dourado,,Assessor De Imprensa,1,1493.8
Araçatuba,,Guardador De Veículos,1,1660.66
Araçatuba,,Operador De Laminador,1,1657.51
Itapetininga,,Encarregado De Equipe De Conservação De Vias Permanentes (Exceto Trilhos),1,2560.35
Itapetininga,,Agente De Vendas De Serviços,1,1715.26
Cerquilho,,Porteiro De Edifícios,1,1879.01
Ibiúna,,Instrumentador Cirúrgico,1,2059.13
Cerquilho,,Carregador (Veículos De Transportes Terrestres),1,2192.91
Ibiúna,,Agente De Microcrédito,1,1713.12
Araçatuba,,Operador De Inspeção De Qualidade,1,2007.8
Araçatuba,,Trabalhador De Tratamento Do Leite E Fabricação De Laticínios E Afins,1,2847.82
Araçatuba,,Caldeireiro (Chapas De Ferro E Aço),1,2501.36
Araçatuba,,Montador De Máquinas De Terraplenagem,1,3088.53
Araçatuba,,Supervisor De Exploração Agrícola,1,2500
Araçoiaba da Serra,,Frentista,1,2114.95
Cerquilho,,Auxiliar De Faturamento,1,1919.17
Itapeva,,Operador De Máquinas-Ferramenta Convencionais,1,1369.87
Itapetininga,,Auxiliar De Pessoal,1,1705.96
Itapetininga,,Armador De Estrutura De Concreto Armado,1,1510.31
Cerquilho,,Promotor De Vendas Especializado,1,2337.1
Cerquilho,,Agente De Portaria,1,1876.98
Araçoiaba da Serra,,Técnico Em Patologia Clínica,1,2527.63
Araçoiaba da Serra,,Funileiro De Veículos (Reparação),1,4017.38
Charqueada,,Gerente De Serviços Educacionais Da Área Pública,1,3158.55
Araçatuba,,Técnico Em Manutenção De Equipamentos De Informática,1,3547.53
Cerquilho,,Motorista De Carro De Passeio,1,2482.31
Americana,,Mecânico De Manutenção De Bomba Injetora (Exceto De Veículos Automotores),1,548.62
Itapetininga,,Técnico De Enfermagem Do Trabalho,1,1600.8
Ibiúna,,Técnico Em Secretariado,1,1180.25
Araçatuba,,"Operador De Utilidade (Produção E Distribuição De Vapor, Gás, Óleo, Combustível, Energia, Oxigênio)",1,2779.88
Araçatuba,,Farmacêutico Analista Clínico,1,2373.64
Araçatuba,,Economista Financeiro,1,3421.32
Charqueada,,Jornalista,1,3114.28
Porto Feliz,,Supervisor De Tesouraria,1,5473.92
Itapeva,,Atendente De Farmácia - Balconista,1,1493.77
Araçatuba,,Analista De Pesquisa De Mercado,1,6447.12
Araçatuba,,Diretor De Operações De Obras Pública E Civil,1,6433.57
Araçoiaba da Serra,,Secretária(O) Executiva(O),1,7657.97
Porto Feliz,,Analista De Recursos Humanos,1,4508.98
Araçoiaba da Serra,,Eletricista De Manutenção Eletroeletrônica,1,2695.15
Araçatuba,,Agente De Defesa Ambiental,1,7117.02
Araçatuba,,Perito Contábil,1,6571.29
Araçoiaba da Serra,,Médico Ortopedista E Traumatologista,1,7596.01
Araçoiaba da Serra,,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",1,1161.93
Araçatuba,,Psicólogo Educacional,1,3295.07
Itapetininga,,Borracheiro,1,1409.2
Porto Feliz,,Técnico Em Agrimensura,1,4189.83
Ibiúna,,Vigia,1,1330.63
Porto Feliz,,Funileiro Industrial,1,2850.08
Ibiúna,,"Mecânico De Manutenção De Máquinas, Em Geral",1,1532.79
Itapetininga,,Fiscal De Loja,1,1501.51
Itapetininga,,"Costureiro, A  Máquina  Na Confecção Em Série",1,1380.02
Itapeva,,Trabalhador No Cultivo De Mudas,1,1243.32
Itapeva,,Carregador (Veículos De Transportes Terrestres),1,1134
Itapeva,,Promotor De Vendas Especializado,1,596
Itapetininga,,Ajudante De Confecção,1,1047.2
Porto Feliz,,Operador De Caldeira,1,3957.77
Porto Feliz,,Auxiliar De Enfermagem,1,2311.56
Itapeva,,Diretor De Recursos Humanos,1,12504.34
Itapetininga,,Médico Infectologista,1,13507.69
Itapetininga,,Médico Mastologista,1,12439.19
Porto Feliz,,Desenhista Técnico,1,2649.87
Itapetininga,,Escrivão Extra - Judicial,1,9892.08
Porto Feliz,,Vigia,1,2928.75
Dourado,,Consultor Jurídico,1,2408.25
Americana,,Gerente De Comunicação,1,8460.13
Charqueada,,Mãe Social,1,2554.53
Piedade,,Servente De Obras,1,1627.11
Americana,,Supervisor De Almoxarifado,1,7950.72
Piedade,,Copeiro,1,1639.01
Piedade,,Encanador,1,1602.63
Dourado,,Diretor De Serviços Culturais,1,3351.83
Pindamonhangaba,,Recepcionista De Consultório Médico Ou Dentário,1,1199.3
Americana,,Gerente De Contas - Pessoa Física E Jurídica,1,6655.51
Charqueada,,Técnico Da Receita Federal,1,4428.29
Porto Feliz,,Encanador,1,2625.81
Charqueada,,Fonoaudiólogo Geral,1,3226.74
