nome_municipio,nome_profissao,total_trabalhadores,salario_medio
Cerquilho,Professor De Nível Superior Na Educação Infantil (Zero A Três Anos),171,3313.17
Piedade,Atendente De Lojas E Mercados,170,1572.72
Americana,Cortador De Roupas,170,1968.46
Itu,"Embalador, A Mão",169,1605.7
Araçoiaba da Serra,Faxineiro,169,1559.1
Itupeva,Técnico De Planejamento De Produção,168,5189.85
Itu,Gerente Comercial,168,8144.15
Boituva,Atendente De Lanchonete,168,1484.13
Araçatuba,Mecânico De Veículos Automotores A Diesel (Exceto Tratores),168,2899.86
Pindamonhangaba,Caldeireiro (Chapas De Ferro E Aço),168,3798.94
Ibiúna,Atendente De Lojas E Mercados,167,1627.17
Araçatuba,Zelador De Edifício,166,2312.47
Pindamonhangaba,Técnico Mecânico,165,6667.58
Ibiúna,"Embalador, A Mão",165,1325.05
Araçoiaba da Serra,Vendedor De Comércio Varejista,165,1980.72
Pindamonhangaba,Agente Comunitário De Saúde,164,2309.46
Araçatuba,Operador De Máquinas-Ferramenta Convencionais,163,2892.72
Araçatuba,Inspetor De Alunos De Escola Pública,163,1876.87
Itapeva,Auxiliar De Enfermagem,163,1838.63
Pindamonhangaba,Gerente Administrativo,163,4463.41
Cerquilho,Tratorista Agrícola,162,2481.68
Itupeva,Apontador De Produção,162,3097.48
Americana,Gerente De Produção E Operações,162,10022.14
Itu,Trabalhador Da Suinocultura,162,1831.44
Itu,Vendedor Em Comércio Atacadista,161,2560.3
Itapetininga,Motorista De Carro De Passeio,161,2066.22
Americana,Auxiliar De Farmácia De Manipulação,161,1817.82
Ibiúna,"Recepcionista, Em Geral",160,1753.84
Itu,Comprador,160,4474.93
Cabreúva,Operador Polivalente Da Indústria Têxtil,160,1902.12
Pindamonhangaba,Técnico Em Manutenção De Máquinas,159,7488.31
Araçariguama,Supervisor Administrativo,159,3008.5
Piedade,Trabalhador Na Olericultura (Legumes),158,1632.33
Piedade,Professor De Nível Médio No Ensino Fundamental,158,3329.01
Porto Feliz,Cozinheiro Geral,158,1626.85
Americana,Técnico De Suporte Ao Usuário De Tecnologia Da Informação,158,2093.05
Itapetininga,Montador De Móveis E Artefatos De Madeira,157,1598.12
Itapeva,Gerente Administrativo,157,3911.33
Itupeva,Técnico De Garantia Da Qualidade,157,4727.51
Boituva,Operador De Empilhadeira,157,2479.21
Americana,Pintor De Estruturas Metálicas,156,2768.76
Ibiúna,Cozinheiro Geral,155,1755.91
Piedade,Faxineiro,155,1425.23
Americana,Auxiliar De Lavanderia,155,1345.07
Itupeva,Carregador (Armazém),155,1565.91
Americana,Operador De Urdideira,154,2318.35
Itupeva,Gerente De Loja E Supermercado,154,4955.08
Itapetininga,"Embalador, A Mão",154,1313.53
Americana,Auxiliar De Faturamento,154,2848.94
Itu,Supervisor De Vendas Comercial,153,5699.54
Pindamonhangaba,Ajudante De Motorista,153,1638.41
Itupeva,Repositor De Mercadorias,153,1593.93
Pindamonhangaba,Motorista De Carro De Passeio,153,3458.42
Itu,Analista De Recursos Humanos,152,3995.34
Itu,Carregador (Armazém),152,1575.19
Itupeva,Jardineiro,152,1613.18
Cabreúva,Assistente De Vendas,151,2783.82
Itu,Analista De Desenvolvimento De Sistemas,151,5610.63
Itupeva,Moldador De Plástico Por Injeção,151,2357.05
Itapetininga,Gerente De Loja E Supermercado,151,3534.39
Araçatuba,Contínuo,150,1525.07
Americana,Operador De Centro De Usinagem Com Comando Numérico,150,3236.04
Itu,Montador De Máquinas,150,3245.04
Cerquilho,Instalador-Reparador De Equipamentos De Comutação Em Telefonia,150,2643.02
Pindamonhangaba,Carregador (Veículos De Transportes Terrestres),150,4023.69
Itapetininga,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",149,2126.16
Itu,Tecnólogo Em Logística De Transporte,149,4031.36
Americana,Zelador De Edifício,149,2405.56
Americana,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",149,3671.31
Araçariguama,Montador De Estruturas Metálicas,149,1934.53
Itapetininga,Operador De Filatório,148,2025.78
Piedade,Trabalhador No Cultivo De Flores Em Vaso,148,2255.5
Ibiúna,Professor De Nível Superior Na Educação Infantil (Quatro A Seis Anos),148,3622.95
Boituva,Administrador,148,4757.34
Boituva,"Montador De Máquinas, Motores E Acessórios (Montagem Em Série)",148,2353.37
Itu,Conferente De Carga E Descarga,148,2320.38
Araçatuba,Marceneiro,148,2029.31
Itu,Gerente De Produção E Operações,147,11295.68
Boituva,Montador De Equipamentos Eletrônicos,147,2416.4
Itapetininga,Desossador,146,1606.98
Ibiúna,Masseiro (Massas Alimentícias),146,2005.15
Araçatuba,Gerente De Loja E Supermercado,145,4347.73
Pindamonhangaba,Eletricista De Instalações,145,2601.61
Itupeva,Gerente De Produção E Operações,145,11986.68
Itapetininga,Comerciante Varejista,145,1781.84
Americana,Contramestre De Tecelagem (Indústria Têxtil),145,4464.38
Araçatuba,Garçom,145,1800.27
Dourado,Auxiliar De Escritório,145,1574.67
Cabreúva,Trabalhador Da Avicultura De Corte,145,2013.35
Araçoiaba da Serra,Cuidador Em Saúde,145,1298.01
Americana,"Tecelão De Malhas, A  Máquina",145,1546.16
Ibiúna,Ajudante De Motorista,144,1610.26
Boituva,Auxiliar Nos Serviços De Alimentação,144,1508.91
Dourado,Recreador,144,1536.2
Itupeva,Mecânico De Manutenção De Aparelhos De Levantamento,144,5082.72
Araçatuba,Analista De Suporte Computacional,143,3078.02
Piedade,Supervisor Administrativo,143,3012.73
Americana,Mestre (Construção Civil),143,3722.26
Itapeva,Professor Da  Educação De Jovens E Adultos Do Ensino Fundamental (Primeira A Quarta Série),143,3591.83
Pindamonhangaba,Vigia,143,1792.75
Piedade,Babá,143,1317.78
Pindamonhangaba,Apontador De Produção,143,2396.23
Americana,Varredor De Rua,143,1941.07
Araçatuba,Trabalhador Da Pecuária (Bovinos Corte),143,1742.71
Macatuba,Trabalhador Do Acabamento De Artefatos De Tecidos E Couros,142,1766.61
Araçariguama,Professor De Nível Médio No Ensino Fundamental,142,3559.12
Araçatuba,Desenvolvedor De Sistemas De Tecnologia Da Informação (Técnico),142,3436.32
Porto Feliz,Professor De Nível Superior Do Ensino Fundamental (Primeira A Quarta Série),142,4290.42
Boituva,Analista De Pesquisa De Mercado,142,4580.31
Itu,Montador De Estruturas Metálicas,142,2769.82
Cabreúva,"Operador De Extrusora (Química, Petroquímica E Afins)",142,3529.41
Itu,Apontador De Produção,142,3779.13
Itapeva,Açougueiro,141,1622.11
Itapeva,Frentista,141,1843.48
Itapetininga,Recepcionista De Consultório Médico Ou Dentário,141,1391.44
Araçatuba,Gerente De Vendas,141,7121.84
Itu,Inspetor De Alunos De Escola Pública,141,1531.8
Itapeva,Almoxarife,140,1840.69
Araçoiaba da Serra,Operador De Caixa,139,1717.31
Americana,Montador De Móveis E Artefatos De Madeira,139,2881.3
Araçoiaba da Serra,Auxiliar De Escritório,139,1859.94
Araçatuba,Recreador,139,2017.17
Pindamonhangaba,Técnico De Planejamento De Produção,139,5428.37
Araçatuba,Contador,139,5283.44
Porto Feliz,"Operador De Máquinas Fixas, Em Geral",138,2584.47
Itapeva,Atendente De Lanchonete,138,1379.34
Pindamonhangaba,Técnico De Garantia Da Qualidade,138,5713.35
Ibiúna,Supervisor Administrativo,137,3377.75
Porto Feliz,Tratorista Agrícola,137,2147.07
Itapetininga,Motorista De Ônibus Rodoviário,137,2531.39
Boituva,Professor De Nível Superior Na Educação Infantil (Quatro A Seis Anos),137,3724.43
Cabreúva,Motorista De Furgão Ou Veículo Similar,136,3500.6
Pindamonhangaba,Atendente De Farmácia - Balconista,136,1875.67
Ibiúna,Auxiliar Nos Serviços De Alimentação,136,1545.14
Americana,Técnico De Garantia Da Qualidade,136,4852.82
Itupeva,Contador,136,6942.56
Boituva,Vigia,135,1718.66
Itapetininga,Eletricista De Manutenção Eletroeletrônica,135,4677.54
Araçariguama,Vendedor De Comércio Varejista,135,2268.88
Porto Feliz,Operador De Empilhadeira,134,3072.22
Araçatuba,Sócioeducador,134,5226.03
Boituva,Tecnólogo Em Logística De Transporte,134,4214.57
Americana,Analista De Pesquisa De Mercado,134,3836.85
Itapetininga,Soldador,134,2428.13
Itu,Encarregado De Acabamento De Chapas E Metais  (Têmpera),134,4967.74
Cerquilho,Revisor De Tecidos Acabados,133,2140.16
Araçatuba,Auxiliar De Desenvolvimento Infantil,133,1353.25
Pindamonhangaba,Controlador De Entrada E Saída,133,2042.25
Cerquilho,"Operador De Máquinas Fixas, Em Geral",133,2584.72
Itu,Jardineiro,133,1798.78
Dourado,Trabalhador Agropecuário Em Geral,133,1739.58
Itupeva,Frentista,132,2091.94
Porto Feliz,Auxiliar Nos Serviços De Alimentação,132,1695.78
Itu,Farmacêutico,132,4122.64
Pindamonhangaba,Operador De Ponte Rolante,131,4648.22
Itu,Enfermeiro,131,4906.08
Cerquilho,Repositor De Mercadorias,131,1602.89
Charqueada,Auxiliar De Escritório,130,1597.73
Cabreúva,Conferente De Carga E Descarga,130,2631.15
Itu,Monitor De Transporte Escolar,130,1015.5
Americana,Operador De Filatório,130,1791.76
Americana,Pintor De Obras,130,1895.64
Ibiúna,Frentista,130,1957.82
Araçatuba,Agente De Combate Às Endemias,129,2018.84
Araçariguama,Professor De Nível Médio Na Educação Infantil,129,3465.82
Pindamonhangaba,Técnico Em Segurança Do Trabalho,129,4484.53
Pindamonhangaba,Motorista De Furgão Ou Veículo Similar,129,2001.76
Araçatuba,Estoquista,129,1738.73
Araçariguama,"Mecânico De Manutenção De Máquinas, Em Geral",128,3719.67
Macatuba,Assistente Administrativo,128,2795.44
Araçoiaba da Serra,Auxiliar De Desenvolvimento Infantil,128,1820.03
Piedade,Repositor De Mercadorias,128,1453.98
Araçariguama,Auxiliar De Logistica,127,1869.42
Araçatuba,Conferente De Carga E Descarga,127,2082.24
Americana,Ajustador Mecânico,127,3656.03
Piedade,"Mecânico De Manutenção De Máquinas, Em Geral",127,1263.33
Cabreúva,Carregador (Armazém),127,1713.75
Araçatuba,Gerente De Produção E Operações,127,5454.26
Porto Feliz,Vigia,127,2256.16
Itapeva,Trabalhador No Cultivo De Árvores Frutíferas,126,1325.84
Porto Feliz,Professor Da  Educação De Jovens E Adultos Do Ensino Fundamental (Primeira A Quarta Série),126,4315.56
Itu,Auxiliar De Manutenção Predial,126,1904.1
Itapetininga,Professor De Nível Médio No Ensino Fundamental,126,4063.58
Itu,Expedidor De Mercadorias,126,2654.93
Itu,Analista De Suporte Computacional,126,3972.73
Porto Feliz,Montador De Máquinas,125,4610.7
Itapetininga,Escriturário De Banco,125,7660.2
Macatuba,Ajudante De Confecção,125,1157.7
Ibiúna,Trabalhador Da Manutenção De Edificações,125,1788.58
Itu,Oleiro (Fabricação De Tijolos),125,1877.52
Araçatuba,Auxiliar De Manutenção Predial,124,1794.1
Itu,Vendedor Em Domicílio,124,2883.36
Porto Feliz,Preparador De Máquinas-Ferramenta,124,2953.43
Ibiúna,Cobrador Interno,124,1174
Boituva,Açougueiro,123,1908.91
Americana,Cuidador De Idosos,123,1684.78
Cerquilho,Motorista De Furgão Ou Veículo Similar,123,2482.92
Cerquilho,Cozinheiro Geral,122,1682.04
Itu,Recepcionista De Consultório Médico Ou Dentário,122,1465.14
Cabreúva,Vigia,122,2443.4
Araçatuba,Eletricista De Instalações,122,2283.54
Itu,Operador De Usinagem Convencional Por Abrasão,122,5693.15
Itupeva,"Recepcionista, Em Geral",122,1721.31
Pindamonhangaba,Padeiro,122,1756.3
Itu,Auxiliar De Enfermagem,122,2371.04
Americana,Trabalhador De Serviços De Limpeza E Conservação De Áreas Públicas,121,1463.56
Araçatuba,Eletricista De Manutenção Eletroeletrônica,121,4473.74
Araçariguama,Técnico Em Manutenção De Máquinas,121,6942.28
Itu,Operador De Máquinas-Ferramenta Convencionais,121,3137.63
Ibiúna,Porteiro De Edifícios,121,1926.59
Araçatuba,Professor De Nível Médio No Ensino Fundamental,121,3065.69
Piedade,Assistente Administrativo,121,2015.42
Itapeva,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",120,1972.01
Araçatuba,Auxiliar Em Saúde Bucal,120,2102.57
Pindamonhangaba,Montador De Estruturas Metálicas,120,1695.74
Itupeva,Motorista De Furgão Ou Veículo Similar,120,2252.31
Pindamonhangaba,Auxiliar De Contabilidade,120,2240.06
Itupeva,Porteiro De Edifícios,120,2130.74
Cerquilho,Trabalhador Volante Da Agricultura,120,1411.24
Cabreúva,Professor De Nível Médio Na Educação Infantil,120,4146.58
Boituva,Servente De Obras,119,2036.43
Macatuba,Vendedor De Comércio Varejista,119,1550.03
Araçatuba,Fisioterapeuta Geral,119,3133.11
Pindamonhangaba,Administrador,119,4742.4
Pindamonhangaba,Gerente De Loja E Supermercado,119,3813.41
Americana,Operador De Conicaleira,118,1480.85
Cerquilho,"Costureiro, A  Máquina  Na Confecção Em Série",118,1435.04
Itupeva,Gerente Administrativo,118,7549.44
Araçariguama,Operador De Caixa,117,1812.49
Araçariguama,Servente De Obras,117,1469.31
Ibiúna,Auxiliar De Desenvolvimento Infantil,117,2489.31
Americana,Operador De Retorcedeira,117,1677.01
Americana,Revisor De Tecidos Crus,117,2002.15
Itupeva,Conferente De Carga E Descarga,117,2089.51
Araçatuba,"Operador De Máquinas Fixas, Em Geral",116,2246.01
Araçariguama,Conferente De Carga E Descarga,116,2263.52
Macatuba,Operador De Equipamentos De Refinação De Açúcar (Processo Contínuo),116,2442.93
Cerquilho,Mecânico De Manutenção De Máquinas Têxteis,116,3056.49
Itupeva,Comprador,116,5058.09
Americana,Cozinheiro Industrial,116,1869.71
Americana,Operador De Linha De Montagem (Aparelhos Eletrônicos),116,1929.33
Pindamonhangaba,Técnico De Laboratório Industrial,116,5860.62
Ibiúna,Trabalhador Agropecuário Em Geral,116,1453.78
Itu,Médico Veterinário,116,8142.91
Itapetininga,Gerente Comercial,115,3682.96
Americana,Técnico Eletrônico,115,3385.67
Americana,Encanador,115,2718.13
Cabreúva,Cozinheiro Geral,115,1411.44
Itupeva,Enfermeiro,115,4462.89
Itu,Ferramenteiro,115,5593.29
Cabreúva,Trabalhador De Serviços De Limpeza E Conservação De Áreas Públicas,115,1654.84
Americana,Prensista (Operador De Prensa),115,3705.69
Americana,Montador De Máquinas,115,3158.41
Araçatuba,Supervisor De Cobrança,115,2247.23
Porto Feliz,Repositor De Mercadorias,114,1566.86
Itupeva,Armazenista,114,2142.19
Charqueada,Professor De Nível Médio No Ensino Fundamental,114,3090.78
Pindamonhangaba,Fundidor De Metais,114,5751.06
Cabreúva,Controlador De Entrada E Saída,114,1792.95
Porto Feliz,Operador De Máquina De Cortar E Dobrar Papelão,113,3141.69
Araçatuba,Dirigente Do Serviço Público Municipal,113,7301.58
Cerquilho,"Mecânico De Manutenção De Máquinas, Em Geral",113,2898.46
Itapetininga,Operador Polivalente Da Indústria Têxtil,112,2009.42
Itupeva,Analista De Recursos Humanos,112,4319.76
Americana,Recreador,112,1658
Pindamonhangaba,Professor De Ensino Superior Na Área De Pesquisa Educacional,112,2959.45
Americana,Vigilante,112,2525.65
Itu,Supervisor De Telemarketing E Atendimento,111,3425.45
Araçatuba,Mestre (Construção Civil),111,3139.05
Cabreúva,Supervisor Administrativo,111,4469.81
Cerquilho,"Recepcionista, Em Geral",111,1581.48
Araçariguama,Repositor De Mercadorias,111,1452.29
Araçatuba,Copeiro,111,1517.06
Ibiúna,Técnico De Enfermagem,111,2120.72
Itupeva,Tecnólogo Em Logística De Transporte,111,2883.63
Itapetininga,Garçom,111,1431.89
Araçoiaba da Serra,Professor De Nível Médio No Ensino Fundamental,111,3234.01
Americana,Técnico De Vendas,111,5778.63
Itapetininga,Padeiro,111,1780.49
Itu,Camareiro  De Hotel,110,1472.71
Itu,"Montador De Máquinas, Motores E Acessórios (Montagem Em Série)",110,2669.19
Boituva,Dirigente Do Serviço Público Municipal,110,5018.85
Itapeva,Inspetor De Alunos De Escola Pública,110,1347.29
Americana,Operador De Torno Com Comando Numérico,110,3402.74
Cerquilho,Ajudante De Motorista,110,1538.68
Araçatuba,Padeiro,110,2271.4
Americana,Operador De Máquina De Lavar Fios E Tecidos,109,2246.69
Araçariguama,Trabalhador Da Manutenção De Edificações,109,1692.05
Ibiúna,Trabalhador Volante Da Agricultura,109,1536.55
Itapetininga,Administrador,109,4135.73
Itapetininga,Serrador De Madeira,109,1566.47
Americana,Auxiliar De Pessoal,109,2223.26
Itu,Trabalhador Da Elaboração De Pré-Fabricados (Concreto Armado),109,2927.59
Americana,Tecnólogo Em Logística De Transporte,109,2691.68
Araçoiaba da Serra,Vigilante,109,2784.58
Ibiúna,Operador De Empilhadeira,108,3266.15
Pindamonhangaba,Assistente De Vendas,108,2132.63
Boituva,Operador De Máquina De Fabricação De Cosméticos,108,2050.26
Americana,Secretária(O) Executiva(O),108,3251.68
Pindamonhangaba,Trabalhador Da Manutenção De Edificações,108,1774.05
Cerquilho,Expedidor De Mercadorias,108,1621.84
Itapeva,Professor De Ensino Superior Na Área De Didática,108,2326.58
Itu,Escriturário De Banco,108,8862.4
Itu,Vigilante,107,2745.41
Americana,Coletor De Lixo Domiciliar,107,2117.2
Pindamonhangaba,Contador,107,7168.53
Pindamonhangaba,Gerente Comercial,107,6968.94
Itupeva,Estoquista,107,1931.96
Itapetininga,Supervisor Da Área Florestal,107,3398.82
Pindamonhangaba,Armazenista,107,2456.45
Americana,Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos),107,1409.63
Porto Feliz,Inspetor De Qualidade,106,3474.89
Itapetininga,Farmacêutico,106,3876.53
Itapetininga,Agente Comunitário De Saúde,106,1934.93
Itu,Auxiliar De Pessoal,106,2084.21
Pindamonhangaba,"Embalador, A Mão",106,1414.51
Itapeva,Agente Comunitário De Saúde,106,2061.37
Americana,Auxiliar De Manutenção Predial,106,1901.34
Itu,Técnico Em Segurança Do Trabalho,105,4432.8
Boituva,Cozinheiro Geral,105,1739.39
Itu,Controlador De Entrada E Saída,105,1922.13
Araçatuba,Coletor De Lixo Domiciliar,105,1769.85
Cerquilho,Galvanizador,105,5021.36
Piedade,Auxiliar De Enfermagem,105,1962.71
Americana,Gerente De Restaurante,105,3106.12
Itapetininga,Assistente De Vendas,105,1769.14
Americana,Padeiro,105,2257.92
Boituva,Supervisor De Vendas Comercial,105,5002.96
Dourado,Operador De Máquinas-Ferramenta Convencionais,105,3144.14
Itupeva,Vendedor Em Comércio Atacadista,105,3867.51
Dourado,Motorista De Caminhão (Rotas Regionais E Internacionais),104,2358.08
Araçariguama,Cozinheiro Geral,104,1870.55
Itupeva,Administrador,104,4552.86
Pindamonhangaba,Professor De Educação Física Do Ensino Fundamental,104,3586.44
Porto Feliz,Supervisor Administrativo,104,4518.03
Macatuba,Auxiliar De Escritório,104,1327.19
Araçatuba,Secretária(O) Executiva(O),104,2007.31
Itupeva,"Operador De Produção (Química, Petroquímica E Afins)",104,5456.63
Itupeva,Montador De Estruturas Metálicas,104,2284.61
Itapetininga,Ceramista,103,1815.37
Itu,Varredor De Rua,103,1588.7
Araçariguama,"Operador De Máquinas Fixas, Em Geral",103,2701.69
Americana,Auxiliar Em Saúde Bucal,103,1979.65
Americana,Analista Financeiro (Instituições Financeiras),103,3704.95
Itapeva,"Mecânico De Manutenção De Máquinas, Em Geral",102,2735.66
Americana,Fiscal De Loja,102,1959.11
Boituva,Gerente Administrativo,102,6634.88
Pindamonhangaba,Montador De Máquinas,102,2961.33
Pindamonhangaba,Supervisor De Vendas Comercial,102,4243.63
Cabreúva,Atendente De Lojas E Mercados,102,1658.15
Macatuba,Alimentador De Linha De Produção,102,1830.66
Americana,Assistente Social,102,4146.58
Itu,Analista De Pesquisa De Mercado,102,3322.42
Araçatuba,Professor De Nível Superior Do Ensino Fundamental (Primeira A Quarta Série),101,2787.62
Araçariguama,Cumim,101,1363.88
Cerquilho,Servente De Obras,101,1477.42
Itapetininga,Operador De Colhedor Florestal,101,4207.95
Itupeva,Ajustador Mecânico,100,5407.29
